3200.0	10.729	20.0
3220.0	10.737	20.0
3240.0	10.73	20.0
3260.0	10.803	20.0
3280.0	10.843	20.0
3300.0	10.861	20.0
3320.0	10.85	20.0
3340.0	10.854	20.0
3360.0	10.887	20.0
3380.0	10.878	20.0
3400.0	10.902	20.0
3420.0	10.909	20.0
3440.0	10.911	20.0
3460.0	10.937	20.0
3480.0	10.958	20.0
3500.0	10.96	20.0
3520.0	10.965	20.0
3540.0	11.005	20.0
3560.0	11.003	20.0
3580.0	11.008	20.0
3600.0	11.029	20.0
3620.0	11.041	20.0
3640.0	11.062	20.0
3660.0	11.09	20.0
3680.0	11.078	20.0
3700.0	11.116	20.0
3720.0	11.119	20.0
3740.0	11.119	20.0
3760.0	11.138	20.0
3780.0	11.152	20.0
3800.0	11.159	20.0
3820.0	11.151	20.0
3840.0	11.147	20.0
3860.0	11.142	20.0
3880.0	11.158	20.0
3900.0	11.152	20.0
3920.0	11.158	20.0
3940.0	11.171	20.0
3960.0	11.225	20.0
3980.0	11.246	20.0
4000.0	11.196	20.0
4020.0	11.196	20.0
4040.0	11.194	20.0
4060.0	11.204	20.0
4080.0	11.243	20.0
4100.0	11.328	20.0
4120.0	11.288	20.0
4140.0	11.26	20.0
4160.0	11.258	20.0
4180.0	11.251	20.0
4200.0	11.255	20.0
4220.0	11.257	20.0
4240.0	11.27	20.0
4260.0	11.281	20.0
4280.0	11.295	20.0
4300.0	11.324	20.0
4320.0	11.366	20.0
4340.0	11.479	20.0
4360.0	11.399	20.0
4380.0	11.352	20.0
4400.0	11.352	20.0
4420.0	11.361	20.0
4440.0	11.366	20.0
4460.0	11.371	20.0
4480.0	11.387	20.0
4500.0	11.401	20.0
4520.0	11.404	20.0
4540.0	11.411	20.0
4560.0	11.418	20.0
4580.0	11.427	20.0
4600.0	11.439	20.0
4620.0	11.442	20.0
4640.0	11.449	20.0
4660.0	11.456	20.0
4680.0	11.465	20.0
4700.0	11.468	20.0
4720.0	11.491	20.0
4740.0	11.5	20.0
4760.0	11.508	20.0
4780.0	11.512	20.0
4800.0	11.527	20.0
4820.0	11.552	20.0
4840.0	11.593	20.0
4860.0	11.668	20.0
4880.0	11.623	20.0
4900.0	11.59	20.0
4920.0	11.578	20.0
4940.0	11.578	20.0
4960.0	11.578	20.0
4980.0	11.586	20.0
5000.0	11.593	20.0
5020.0	11.593	20.0
5040.0	11.604	20.0
5060.0	11.614	20.0
5080.0	11.621	20.0
5100.0	11.63	20.0
5120.0	11.635	20.0
5140.0	11.638	20.0
5160.0	11.642	20.0
5180.0	11.648	20.0
5200.0	11.655	20.0
5220.0	11.663	20.0
5240.0	11.675	20.0
5260.0	11.682	20.0
5280.0	11.687	20.0
5300.0	11.701	20.0
5320.0	11.706	20.0
5340.0	11.713	20.0
5360.0	11.724	20.0
5380.0	11.729	20.0
5400.0	11.734	20.0
5420.0	11.741	20.0
5440.0	11.746	20.0
5460.0	11.757	20.0
5480.0	11.767	20.0
5500.0	11.774	20.0
5520.0	11.781	20.0
5540.0	11.788	20.0
5560.0	11.798	20.0
5580.0	11.802	20.0
5600.0	11.807	20.0
5620.0	11.817	20.0
5640.0	11.828	20.0
5660.0	11.833	20.0
5680.0	11.84	20.0
5700.0	11.847	20.0
5720.0	11.854	20.0
5740.0	11.861	20.0
5760.0	11.868	20.0
5780.0	11.875	20.0
5800.0	11.88	20.0
5820.0	11.887	20.0
5840.0	11.892	20.0
5860.0	11.899	20.0
5880.0	11.904	20.0
5900.0	11.906	20.0
5920.0	11.918	20.0
5940.0	11.923	20.0
5960.0	11.932	20.0
5980.0	11.937	20.0
6000.0	11.944	20.0
6020.0	11.949	20.0
6040.0	11.956	20.0
6060.0	11.961	20.0
6080.0	11.97	20.0
6100.0	11.975	20.0
6120.0	11.982	20.0
6140.0	11.986	20.0
6160.0	11.993	20.0
6180.0	12.0	20.0
6200.0	12.008	20.0
6220.0	12.017	20.0
6240.0	12.02	20.0
6260.0	12.027	20.0
6280.0	12.038	20.0
6300.0	12.045	20.0
6320.0	12.05	20.0
6340.0	12.055	20.0
6360.0	12.064	20.0
6380.0	12.069	20.0
6400.0	12.076	20.0
6420.0	12.079	20.0
6440.0	12.083	20.0
6460.0	12.09	20.0
6480.0	12.1	20.0
6500.0	12.114	20.0
6520.0	12.147	20.0
6540.0	12.182	20.0
6560.0	12.243	20.0
6580.0	12.237	20.0
6600.0	12.192	20.0
6620.0	12.163	20.0
6640.0	12.159	20.0
6660.0	12.159	20.0
6680.0	12.165	20.0
6700.0	12.17	20.0
6720.0	12.177	20.0
6740.0	12.182	20.0
6760.0	12.187	20.0
6780.0	12.191	20.0
6800.0	12.194	20.0
6820.0	12.201	20.0
6840.0	12.203	20.0
6860.0	12.208	20.0
6880.0	12.212	20.0
6900.0	12.217	20.0
6920.0	12.223	20.0
6940.0	12.229	20.0
6960.0	12.236	20.0
6980.0	12.246	20.0
7000.0	12.25	20.0
7020.0	12.251	20.0
7040.0	12.262	20.0
7060.0	12.267	20.0
7080.0	12.272	20.0
7100.0	12.279	20.0
7120.0	12.284	20.0
7140.0	12.288	20.0
7160.0	12.295	20.0
7180.0	12.3	20.0
7200.0	12.305	20.0
7220.0	12.312	20.0
7240.0	12.319	20.0
7260.0	12.322	20.0
7280.0	12.331	20.0
7300.0	12.335	20.0
7320.0	12.34	20.0
7340.0	12.347	20.0
7360.0	12.352	20.0
7380.0	12.352	20.0
7400.0	12.361	20.0
7420.0	12.364	20.0
7440.0	12.368	20.0
7460.0	12.376	20.0
7480.0	12.38	20.0
7500.0	12.387	20.0
7520.0	12.392	20.0
7540.0	12.395	20.0
7560.0	12.402	20.0
7580.0	12.407	20.0
7600.0	12.412	20.0
7620.0	12.418	20.0
7640.0	12.424	20.0
7660.0	12.429	20.0
7680.0	12.435	20.0
7700.0	12.441	20.0
7720.0	12.446	20.0
7740.0	12.449	20.0
7760.0	12.456	20.0
7780.0	12.461	20.0
7800.0	12.468	20.0
7820.0	12.472	20.0
7840.0	12.477	20.0
7860.0	12.484	20.0
7880.0	12.486	20.0
7900.0	12.491	20.0
7920.0	12.496	20.0
7940.0	12.5	20.0
7960.0	12.503	20.0
7980.0	12.51	20.0
8000.0	12.512	20.0
8020.0	12.515	20.0
8040.0	12.522	20.0
8060.0	12.524	20.0
8080.0	12.529	20.0
8100.0	12.533	20.0
8120.0	12.538	20.0
8140.0	12.543	20.0
8160.0	12.55	20.0
8180.0	12.555	20.0
8200.0	12.56	20.0
8220.0	12.562	20.0
8240.0	12.569	20.0
8260.0	12.576	20.0
8280.0	12.583	20.0
8300.0	12.592	20.0
8320.0	12.592	20.0
8340.0	12.595	20.0
8360.0	12.604	20.0
8380.0	12.609	20.0
8400.0	12.614	20.0
8420.0	12.619	20.0
8440.0	12.626	20.0
8460.0	12.626	20.0
8480.0	12.628	20.0
8500.0	12.623	20.0
8520.0	12.632	20.0
8540.0	12.623	20.0
8560.0	12.645	20.0
8580.0	12.661	20.0
8600.0	12.661	20.0
8620.0	12.67	20.0
8640.0	12.673	20.0
8660.0	12.656	20.0
8680.0	12.67	20.0
8700.0	12.689	20.0
8720.0	12.701	20.0
8740.0	12.697	20.0
8760.0	12.699	20.0
8780.0	12.713	20.0
8800.0	12.722	20.0
8820.0	12.722	20.0
8840.0	12.727	20.0
8860.0	12.718	20.0
8880.0	12.73	20.0
8900.0	12.744	20.0
8920.0	12.765	20.0
8940.0	12.784	20.0
8960.0	12.798	20.0
8980.0	12.795	20.0
9000.0	12.798	20.0
9020.0	12.802	20.0
9040.0	12.831	20.0
9060.0	12.842	20.0
9080.0	12.829	20.0
9100.0	12.838	20.0
9120.0	12.838	20.0
9140.0	12.84	20.0
9160.0	12.838	20.0
9180.0	12.835	20.0
9200.0	12.826	20.0
