 1148.6000  7.773  1.2
 1149.8000  7.769  1.2
 1151.0000  7.777  1.2
 1152.2000  7.761  1.2
 1153.4000  7.770  1.2
 1154.5000  7.780  1.1
 1155.7000  7.756  1.2
 1156.9000  7.736  1.2
 1158.1000  7.750  1.2
 1159.3000  7.756  1.2
 1160.4000  7.765  1.1
 1161.6000  7.743  1.2
 1162.8000  7.761  1.2
 1164.0000  7.775  1.2
 1165.2000  7.794  1.2
 1166.3000  7.808  1.1
 1167.5000  7.814  1.2
 1168.7000  7.808  1.2
 1169.9000  7.801  1.2
 1171.1000  7.796  1.2
 1172.2000  7.790  1.1
 1173.4000  7.794  1.2
 1174.6000  7.778  1.2
 1175.8000  7.769  1.2
 1177.0000  7.762  1.2
 1178.1000  7.765  1.1
 1179.3000  7.769  1.2
 1180.5000  7.765  1.2
 1181.7000  7.756  1.2
 1182.9000  7.748  1.2
 1184.0000  7.748  1.1
 1185.2000  7.766  1.2
 1186.4000  7.769  1.2
 1187.6000  7.783  1.2
 1188.8000  7.799  1.2
 1189.9000  7.806  1.1
 1191.1000  7.794  1.2
 1192.3000  7.794  1.2
 1193.5000  7.802  1.2
 1194.7000  7.820  1.2
 1195.8000  7.836  1.1
 1197.0000  7.839  1.2
 1198.2000  7.825  1.2
 1199.4000  7.823  1.2
 1200.6000  7.831  1.2
 1201.7000  7.821  1.1
 1202.9000  7.824  1.2
 1204.1000  7.832  1.2
 1205.3000  7.858  1.2
 1206.5000  7.883  1.2
 1207.6000  7.938  1.1
 1208.8000  8.014  1.2
 1210.0000  8.119  1.2
 1211.2000  8.274  1.2
 1212.4000  8.475  1.2
 1213.5000  8.706  1.1
 1214.7000  8.837  1.2
 1215.9000  8.759  1.2
 1217.1000  8.529  1.2
 1218.3000  8.298  1.2
 1219.4000  8.120  1.1
 1220.6000  8.012  1.2
 1221.8000  7.950  1.2
 1223.0000  7.908  1.2
 1224.2000  7.880  1.2
 1225.3000  7.876  1.1
 1226.5000  7.877  1.2
 1227.7000  7.879  1.2
 1228.9000  7.868  1.2
 1230.0000  7.866  1.1
 1231.2000  7.867  1.2
 1232.4000  7.867  1.2
 1233.6000  7.886  1.2
 1234.8000  7.914  1.2
 1235.9000  7.951  1.1
 1237.1000  7.994  1.2
 1238.3000  8.035  1.2
 1239.5000  8.030  1.2
 1240.7000  8.016  1.2
 1241.8000  8.009  1.1
 1243.0000  7.979  1.2
 1244.2000  7.935  1.2
 1245.4000  7.897  1.2
 1246.6000  7.869  1.2
 1247.7000  7.852  1.1
 1248.9000  7.861  1.2
 1250.1000  7.889  1.2
 1251.3000  7.890  1.2
 1252.5000  7.881  1.2
 1253.6000  7.887  1.1
 1254.8000  7.884  1.2
 1256.0000  7.881  1.2
 1257.2000  7.894  1.2
 1258.4000  7.915  1.2
 1259.5000  7.909  1.1
 1260.7000  7.890  1.2
 1261.9000  7.879  1.2
 1263.1000  7.873  1.2
 1264.3000  7.881  1.2
 1265.4000  7.887  1.1
 1266.6000  7.880  1.2
 1267.8000  7.886  1.2
 1269.0000  7.890  1.2
 1270.2000  7.894  1.2
 1271.3000  7.898  1.1
 1272.5000  7.895  1.2
 1273.7000  7.887  1.2
 1274.9000  7.887  1.2
 1276.1000  7.898  1.2
 1277.2000  7.902  1.1
 1278.4000  7.891  1.2
 1279.6000  7.875  1.2
 1280.8000  7.881  1.2
 1282.0000  7.907  1.2
 1283.1000  7.916  1.1
 1284.3000  7.916  1.2
 1285.5000  7.907  1.2
 1286.7000  7.897  1.2
