 1148.6000  7.682  1.2
 1149.8000  7.662  1.2
 1151.0000  7.655  1.2
 1152.2000  7.651  1.2
 1153.4000  7.759  1.2
 1154.5000  7.783  1.1
 1155.7000  7.788  1.2
 1156.9000  7.779  1.2
 1158.1000  7.728  1.2
 1159.3000  7.741  1.2
 1160.4000  7.751  1.1
 1161.6000  7.756  1.2
 1162.8000  7.728  1.2
 1164.0000  7.724  1.2
 1165.2000  7.723  1.2
 1166.3000  7.714  1.1
 1167.5000  7.752  1.2
 1168.7000  7.771  1.2
 1169.9000  7.789  1.2
 1171.1000  7.823  1.2
 1172.2000  7.868  1.1
 1173.4000  7.947  1.2
 1174.6000  7.974  1.2
 1175.8000  7.995  1.2
 1177.0000  7.956  1.2
 1178.1000  7.852  1.1
 1179.3000  7.843  1.2
 1180.5000  7.833  1.2
 1181.7000  7.830  1.2
 1182.9000  7.855  1.2
 1184.0000  7.825  1.1
 1185.2000  7.811  1.2
 1186.4000  7.802  1.2
 1187.6000  7.845  1.2
 1188.8000  7.871  1.2
 1189.9000  7.899  1.1
 1191.1000  7.922  1.2
 1192.3000  7.946  1.2
 1193.5000  7.941  1.2
 1194.7000  7.967  1.2
 1195.8000  7.990  1.1
 1197.0000  8.002  1.2
 1198.2000  7.964  1.2
 1199.4000  7.943  1.2
 1200.6000  7.917  1.2
 1201.7000  7.890  1.1
 1202.9000  7.899  1.2
 1204.1000  7.923  1.2
 1205.3000  7.939  1.2
 1206.5000  7.949  1.2
 1207.6000  7.939  1.1
 1208.8000  7.966  1.2
 1210.0000  8.008  1.2
 1211.2000  8.088  1.2
 1212.4000  8.183  1.2
 1213.5000  8.310  1.1
 1214.7000  8.401  1.2
 1215.9000  8.394  1.2
 1217.1000  8.281  1.2
 1218.3000  8.127  1.2
 1219.4000  8.017  1.1
 1220.6000  7.925  1.2
 1221.8000  7.885  1.2
 1223.0000  7.883  1.2
 1224.2000  7.876  1.2
 1225.3000  7.879  1.1
 1226.5000  7.877  1.2
 1227.7000  7.914  1.2
 1228.9000  7.929  1.2
 1230.0000  7.933  1.1
 1231.2000  7.926  1.2
 1232.4000  7.927  1.2
 1233.6000  7.935  1.2
 1234.8000  7.829  1.2
 1235.9000  7.829  1.1
 1237.1000  7.825  1.2
 1238.3000  7.833  1.2
 1239.5000  7.833  1.2
 1240.7000  7.821  1.2
 1241.8000  7.822  1.1
 1243.0000  7.827  1.2
 1244.2000  7.829  1.2
 1245.4000  7.992  1.2
 1246.6000  8.004  1.2
 1247.7000  7.991  1.1
 1248.9000  8.000  1.2
 1250.1000  8.008  1.2
 1251.3000  8.010  1.2
 1252.5000  8.004  1.2
 1253.6000  7.999  1.1
 1254.8000  7.997  1.2
 1256.0000  7.997  1.2
 1257.2000  8.000  1.2
 1258.4000  7.862  1.2
 1259.5000  7.848  1.1
 1260.7000  7.825  1.2
 1261.9000  7.798  1.2
 1263.1000  7.746  1.2
 1264.3000  7.722  1.2
 1265.4000  7.720  1.1
 1266.6000  7.722  1.2
 1267.8000  7.719  1.2
 1269.0000  7.719  1.2
 1270.2000  7.720  1.2
 1271.3000  7.721  1.1
 1272.5000  7.753  1.2
 1273.7000  7.777  1.2
 1274.9000  7.786  1.2
 1276.1000  7.777  1.2
 1277.2000  7.766  1.1
 1278.4000  7.760  1.2
 1279.6000  7.771  1.2
 1280.8000  7.767  1.2
 1282.0000  7.750  1.2
 1283.1000  7.750  1.1
 1284.3000  7.764  1.2
 1285.5000  7.774  1.2
 1286.7000  7.776  1.2
 1287.9000  7.761  1.2
 1289.0000  7.762  1.1
 1290.2000  7.761  1.2
 1291.4000  7.753  1.2
 1292.6000  7.764  1.2
 1293.8000  7.770  1.2
 1294.9000  7.798  1.1
 1296.1000  7.818  1.2
 1297.3000  7.823  1.2
 1298.5000  7.843  1.2
 1299.7000  7.866  1.2
 1300.8000  7.886  1.1
 1302.0000  7.879  1.2
 1303.2000  7.822  1.2
 1304.4000  7.798  1.2
 1305.6000  7.782  1.2
 1306.7000  7.763  1.1
 1307.9000  7.725  1.2
 1309.1000  7.699  1.2
 1310.3000  7.693  1.2
 1311.5000  7.687  1.2
 1312.6000  7.686  1.1
 1313.8000  7.700  1.2
 1315.0000  7.714  1.2
 1316.2000  7.728  1.2
 1317.3000  7.740  1.1
 1318.5000  7.730  1.2
 1319.7000  7.724  1.2
 1320.9000  7.719  1.2
 1322.1000  7.715  1.2
 1323.2000  7.722  1.1
 1324.4000  7.724  1.2
 1325.6000  7.721  1.2
 1326.8000  7.705  1.2
 1328.0000  7.700  1.2
 1329.1000  7.715  1.1
 1330.3000  7.744  1.2
 1331.5000  7.751  1.2
 1332.7000  7.793  1.2
 1333.9000  7.800  1.2
 1335.0000  7.802  1.1
 1336.2000  7.800  1.2
 1337.4000  7.803  1.2
 1338.6000  7.772  1.2
 1339.8000  7.784  1.2
 1340.9000  7.786  1.1
 1342.1000  7.783  1.2
 1343.3000  7.797  1.2
 1344.5000  7.810  1.2
 1345.7000  7.836  1.2
