 1147.9000 12.882  1.2
 1149.1000 12.988  1.2
 1150.3000 12.915  1.2
 1151.5000 12.874  1.2
 1152.7000 12.999  1.2
 1153.9000 12.907  1.2
 1155.1000 12.816  1.2
 1156.3000 12.908  1.2
 1157.5000 12.911  1.2
 1158.5000 12.855  1.0
 1159.7000 12.872  1.2
 1160.9000 12.872  1.2
 1162.1000 12.886  1.2
 1163.3000 12.951  1.2
 1164.5000 13.106  1.2
 1165.7000 13.034  1.2
 1166.9000 12.996  1.2
 1168.1000 13.017  1.2
 1169.3000 13.038  1.2
 1170.3000 13.119  1.0
 1171.5000 13.219  1.2
 1172.7000 13.137  1.2
 1173.9000 13.215  1.2
 1175.1000 13.236  1.2
 1176.3000 13.328  1.2
 1177.5000 13.337  1.2
 1178.7000 13.333  1.2
 1179.9000 13.413  1.2
 1181.1000 13.522  1.2
 1182.1000 13.593  1.0
 1183.3000 13.670  1.2
 1184.5000 13.627  1.2
 1185.7000 13.699  1.2
 1186.9000 13.756  1.2
 1188.1000 13.817  1.2
 1189.3000 13.859  1.2
 1190.5000 13.927  1.2
 1191.7000 14.203  1.2
 1192.9000 14.251  1.2
 1193.9000 14.293  1.0
 1195.1000 14.320  1.2
 1196.3000 14.343  1.2
 1197.5000 14.546  1.2
 1198.7000 14.624  1.2
 1199.9000 14.906  1.2
 1201.1000 14.847  1.2
 1202.3000 14.650  1.2
 1203.5000 14.799  1.2
 1204.7000 14.769  1.2
 1205.7000 14.433  1.0
 1206.9000 13.969  1.2
 1208.1000 13.484  1.2
 1209.3000 12.958  1.2
 1210.5000 12.527  1.2
 1211.7000 12.305  1.2
 1212.9000 12.109  1.2
 1214.1000 12.111  1.2
 1215.3000 12.137  1.2
 1216.3000 12.150  1.0
 1217.5000 12.279  1.2
 1218.7000 12.596  1.2
 1219.9000 12.984  1.2
 1221.1000 13.534  1.2
 1222.3000 14.189  1.2
 1223.5000 14.985  1.2
 1224.7000 15.355  1.2
 1225.9000 15.534  1.2
 1227.1000 15.307  1.2
 1228.1000 15.232  1.0
 1229.3000 15.179  1.2
 1230.5000 15.184  1.2
 1231.7000 14.881  1.2
 1232.9000 14.721  1.2
 1234.1000 14.600  1.2
 1235.3000 14.383  1.2
 1236.5000 14.244  1.2
 1237.7000 14.114  1.2
 1238.9000 13.964  1.2
 1239.9000 13.839  1.0
 1241.1000 13.809  1.2
 1242.3000 13.711  1.2
 1243.5000 13.601  1.2
 1244.7000 13.513  1.2
 1245.9000 13.496  1.2
 1247.1000 13.423  1.2
 1248.3000 13.362  1.2
 1249.5000 13.327  1.2
 1250.7000 13.348  1.2
 1251.7000 13.261  1.0
 1252.9000 13.240  1.2
 1254.1000 13.198  1.2
 1255.3000 13.128  1.2
 1256.5000 13.135  1.2
 1257.7000 13.100  1.2
 1258.9000 13.069  1.2
 1260.1000 13.029  1.2
 1261.3000 13.040  1.2
 1262.5000 13.003  1.2
 1263.5000 13.014  1.0
 1264.7000 13.038  1.2
 1265.9000 12.955  1.2
 1267.1000 12.979  1.2
 1268.3000 12.981  1.2
 1269.5000 12.937  1.2
 1270.7000 12.884  1.2
 1271.9000 12.974  1.2
 1273.1000 12.942  1.2
 1274.3000 12.954  1.2
 1275.3000 12.879  1.0
 1276.5000 12.946  1.2
 1277.7000 12.913  1.2
 1278.9000 12.892  1.2
 1280.1000 12.896  1.2
 1281.3000 12.844  1.2
 1282.5000 12.916  1.2
 1283.7000 12.839  1.2
 1284.9000 12.833  1.2
 1286.1000 12.871  1.2
 1287.1000 12.834  1.0
 1288.3000 12.813  1.2
 1289.5000 12.786  1.2
 1290.7000 12.829  1.2
 1291.9000 12.820  1.2
 1293.1000 12.822  1.2
 1294.3000 12.783  1.2
 1295.5000 12.843  1.2
 1296.7000 12.872  1.2
 1297.9000 12.822  1.2
 1298.9000 12.874  1.0
 1300.1000 12.904  1.2
 1301.3000 12.887  1.2
 1302.5000 12.947  1.2
 1303.7000 12.905  1.2
 1304.9000 12.845  1.2
 1306.1000 12.868  1.2
 1307.3000 12.877  1.2
 1308.5000 12.823  1.2
 1309.7000 12.831  1.2
 1310.7000 12.811  1.0
 1311.9000 12.757  1.2
 1313.1000 12.845  1.2
 1314.3000 12.838  1.2
 1315.5000 12.831  1.2
 1316.7000 12.842  1.2
 1317.9000 12.856  1.2
 1319.1000 12.876  1.2
 1320.3000 12.813  1.2
 1321.3000 12.809  1.0
 1322.5000 12.797  1.2
 1323.7000 12.790  1.2
 1324.9000 12.786  1.2
 1326.1000 12.781  1.2
 1327.3000 12.733  1.2
 1328.5000 12.734  1.2
 1329.7000 12.746  1.2
 1330.9000 12.771  1.2
 1332.1000 12.827  1.2
 1333.1000 12.811  1.0
 1334.3000 12.747  1.2
 1335.5000 12.763  1.2
 1336.7000 12.846  1.2
 1337.9000 12.857  1.2
 1339.1000 12.844  1.2
 1340.3000 12.765  1.2
 1341.5000 12.798  1.2
 1342.7000 12.805  1.2
 1343.9000 12.707  1.2
 1344.9000 12.714  1.0
 1346.1000 12.800  1.2
 1347.3000 12.815  1.2
 1348.5000 12.759  1.2
 1349.7000 12.778  1.2
 1350.9000 12.769  1.2
 1352.1000 12.753  1.2
 1353.3000 12.790  1.2
 1354.5000 12.795  1.2
 1355.7000 12.787  1.2
 1356.7000 12.829  1.0
 1357.9000 12.844  1.2
 1359.1000 12.830  1.2
 1360.3000 12.802  1.2
 1361.5000 12.791  1.2
 1362.7000 12.806  1.2
 1363.9000 12.750  1.2
 1365.1000 12.781  1.2
 1366.3000 12.805  1.2
 1367.5000 12.807  1.2
 1368.5000 12.782  1.0
 1369.7000 12.839  1.2
 1370.9000 12.803  1.2
 1372.1000 12.756  1.2
 1373.3000 12.851  1.2
 1374.5000 12.801  1.2
 1375.7000 12.808  1.2
 1376.9000 12.819  1.2
 1378.1000 12.835  1.2
 1379.3000 12.727  1.2
 1380.3000 12.812  1.0
 1381.5000 12.788  1.2
 1382.7000 12.816  1.2
 1383.9000 12.767  1.2
 1385.1000 12.848  1.2
 1386.3000 12.845  1.2
 1387.5000 12.856  1.2
 1388.7000 12.914  1.2
 1389.9000 12.916  1.2
 1391.1000 12.798  1.2
 1392.1000 12.818  1.0
 1393.3000 12.846  1.2
 1394.5000 12.817  1.2
 1395.7000 12.814  1.2
 1396.9000 12.848  1.2
 1398.1000 12.858  1.2
 1399.3000 12.763  1.2
 1400.5000 12.839  1.2
 1401.7000 12.869  1.2
 1402.9000 12.866  1.2
 1403.9000 12.904  1.0
 1405.1000 12.799  1.2
 1406.3000 12.849  1.2
 1407.5000 12.873  1.2
 1408.7000 12.805  1.2
 1409.9000 12.844  1.2
 1411.1000 12.792  1.2
 1412.3000 12.829  1.2
 1413.5000 12.797  1.2
 1414.5000 12.745  1.0
 1415.7000 12.790  1.2
 1416.9000 12.809  1.2
 1418.1000 12.821  1.2
 1419.3000 12.828  1.2
 1420.5000 12.759  1.2
 1421.7000 12.757  1.2
 1422.9000 12.860  1.2
 1424.1000 12.851  1.2
 1425.3000 12.759  1.2
 1426.3000 12.769  1.0
 1427.5000 12.757  1.2
 1428.7000 12.737  1.2
 1429.9000 12.836  1.2
 1431.1000 12.760  1.2
 1432.3000 12.756  1.2
 1433.5000 12.775  1.2
 1434.7000 12.754  1.2
 1435.9000 12.802  1.2
 1437.1000 12.824  1.2
 1438.1000 12.796  1.0
 1439.3000 12.825  1.2
 1440.5000 12.830  1.2
 1441.7000 12.777  1.2
 1442.9000 12.858  1.2
 1444.1000 12.817  1.2
 1445.3000 12.823  1.2
 1446.5000 12.818  1.2
 1447.7000 12.812  1.2
 1448.9000 12.825  1.2
 1449.9000 12.848  1.0
 1451.1000 12.869  1.2
 1452.3000 12.903  1.2
 1453.5000 12.924  1.2
 1454.7000 12.874  1.2
 1455.9000 12.829  1.2
 1457.1000 12.746  1.2
 1458.3000 12.812  1.2
 1459.5000 12.818  1.2
 1460.7000 12.821  1.2
 1461.7000 12.799  1.0
 1462.9000 12.823  1.2
 1464.1000 12.780  1.2
 1465.3000 12.793  1.2
 1466.5000 12.791  1.2
