 1148.6000  8.863  1.2
 1149.8000  8.807  1.2
 1151.0000  8.840  1.2
 1152.2000  8.850  1.2
 1153.4000  8.834  1.2
 1154.5000  8.849  1.1
 1155.7000  8.807  1.2
 1156.9000  8.766  1.2
 1158.1000  8.820  1.2
 1159.3000  8.814  1.2
 1160.4000  8.784  1.1
 1161.6000  8.773  1.2
 1162.8000  8.793  1.2
 1164.0000  8.830  1.2
 1165.2000  8.820  1.2
 1166.3000  8.862  1.1
 1167.5000  8.848  1.2
 1168.7000  8.814  1.2
 1169.9000  8.799  1.2
 1171.1000  8.820  1.2
 1172.2000  8.837  1.1
 1173.4000  8.832  1.2
 1174.6000  8.842  1.2
 1175.8000  8.798  1.2
 1177.0000  8.796  1.2
 1178.1000  8.789  1.1
 1179.3000  8.774  1.2
 1180.5000  8.775  1.2
 1181.7000  8.773  1.2
 1182.9000  8.794  1.2
 1184.0000  8.780  1.1
 1185.2000  8.796  1.2
 1186.4000  8.874  1.2
 1187.6000  8.873  1.2
 1188.8000  8.880  1.2
 1189.9000  8.876  1.1
 1191.1000  8.849  1.2
 1192.3000  8.840  1.2
 1193.5000  8.868  1.2
 1194.7000  8.905  1.2
 1195.8000  8.938  1.1
 1197.0000  8.948  1.2
 1198.2000  8.939  1.2
 1199.4000  8.940  1.2
 1200.6000  8.946  1.2
 1201.7000  8.919  1.1
 1202.9000  8.926  1.2
 1204.1000  8.955  1.2
 1205.3000  8.940  1.2
 1206.5000  8.934  1.2
 1207.6000  8.921  1.1
 1208.8000  8.985  1.2
 1210.0000  9.032  1.2
 1211.2000  9.080  1.2
 1212.4000  9.194  1.2
 1213.5000  9.298  1.1
 1214.7000  9.455  1.2
 1215.9000  9.394  1.2
 1217.1000  9.200  1.2
 1218.3000  9.079  1.2
 1219.4000  8.967  1.1
 1220.6000  8.902  1.2
 1221.8000  8.913  1.2
 1223.0000  8.928  1.2
 1224.2000  8.892  1.2
 1225.3000  8.883  1.1
 1226.5000  8.895  1.2
